ref,book_name,chapter,verse,importance,priority_score,decision_count,footnote_count,nt_parallel_count,nt_parallel_weight,nt_parallel_refs,crossref_top_vote,crossref_nt_count,crossref_shared_family_hits,english_witness_checked,english_witness_fresh_support,english_witness_brenton_support,english_witness_mt_support,english_witness_differs_all,english_witness_split_or_mixed,english_witness_signals,english_witness_recommendation,nt_english_checked,nt_english_support_family,nt_english_softens_family,nt_english_mixed,nt_english_signals,nt_english_recommendation,logos_local_checked,logos_local_scopes,logos_local_source_tools,logos_local_signals,logos_local_supports,logos_local_confidence,logos_local_recommendation,consensus_recommendation,keyword_hits,reasons,fresh_translation,brenton_translation,gate_reason
Deuteronomy 5:11,Deuteronomy,5,11,high,18,1,1,0,0,,38,2,0,3,3,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"god, lord, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, name; crossref_top_vote=38; eng=fresh:3/brenton:0/mt:0; eng_reco=keep; reco=keep","You shall not take the name of the Lord your God in vain, because the Lord shall certainly not clear the one taking his name in vain.","Thou shalt not take the name of the Lord thy God in vain, for the Lord thy God will certainly not acquit him that takes his name in vain.",score>=16; high+tracked
Exodus 20:7,Exodus,20,7,high,18,1,1,0,0,,39,3,0,3,3,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"god, lord, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, name; crossref_top_vote=39; eng=fresh:3/brenton:0/mt:0; eng_reco=keep; reco=keep","""You shall not take the name of the Lord your God in vain, for the Lord will certainly not clear the one who takes his name in vain.""",Thou shalt not take the name of the Lord thy God in vain; for the Lord thy God will not acquit him that takes his name in vain.,score>=16; high+tracked
Nehemiah 10:34,Nehemiah,10,34,medium,18,0,0,0,0,,6,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"altar, god, holy, law, lord, sacrifice, sin","importance=medium; keywords=altar, god, holy, law, lord, sacrifice; crossref_top_vote=6","for bread of the presence and sacrifice of the continual offering and for continual whole burnt offering of the Sabbaths, of the new moons, for the feasts and for the holy things and for the sin offerings to make atonement concerning Israel, and for works of house of our God.","And we cast lots for the office of wood-bearing, we the priests, and the Levites, and the people, to bring wood into the house of our God, according to the house of our families, at certain set times, year by year, to burn on the altar of the Lord our God, as it is written in the law:",score>=16
Numbers 18:19,Numbers,18,19,high,18,1,1,0,0,,6,0,0,3,3,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"covenant, holy, lord, seed","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=covenant, holy, lord, seed; crossref_top_vote=6; eng=fresh:3/brenton:0/mt:0; eng_reco=keep; reco=keep","All the contributions of the holy things, whatever the sons of Israel remove for the Lord, I have given to you and to your sons and your daughters with you, an everlasting statute. It is a covenant of everlasting salt before the Lord for you and for your seed after you.","Every special offering of the holy things, whatsoever the children of Israel shall specially offer to the Lord, I have given to thee and to thy sons and to thy daughters with thee, a perpetual ordinance: it is a covenant of salt for ever before the Lord, for thee and thy seed after thee.",score>=16; high+tracked
1 Chronicles 22:19,1 Chronicles,22,19,medium,17,0,0,0,0,,12,0,0,2,1,0,0,0,1,unclear,,0,0,0,0,,,0,,,,,,,,"being, covenant, god, holy, lord, name","importance=medium; keywords=being, covenant, god, holy, lord, name; crossref_top_vote=12; eng=fresh:1/brenton:0/mt:0; eng_flags=unclear","Now set your hearts and your souls to seek the Lord your God, and rise and build a sanctuary to the Lord your God, to bring the ark of the covenant of the Lord and the holy vessels of God into the house being built for the name of the Lord.","Now set your hearts and souls to seek after the Lord your God: and rise, and build a sanctuary to your God to carry in the ark of the covenant of the Lord, and the holy vessels of God, into the house that is to be built to the name of the Lord.",score>=16
1 Kings 8:53,1 Kings,8,53,high,17,1,1,0,0,,5,2,0,3,3,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"god, lord, servant","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, servant; crossref_top_vote=5; eng=fresh:3/brenton:0/mt:0; eng_reco=keep; reco=keep","because you set them apart to yourself for an inheritance from all the peoples of the earth, just as you spoke by the hand of your servant Moyses, when you brought out our fathers from the land of Egypt, O Lord, Lord. Then Solomon spoke concerning the house, as he finished building it: The sun the Lord made known in heaven. He said he would dwell in gloom. Build my house, a splendid house for yourself, for dwelling in newness. Behold, is not this written in the Book of the Song?","Because thou hast set them apart for an inheritance to thyself out of all the nations of the earth, as thou spokest by the hand of thy servant Moses, when thou broughtest our fathers out of the land of Egypt, O Lord God.—",score>=16; high+tracked
2 Samuel 23:1,2 Samuel,23,1,high,17,1,1,0,0,,7,2,0,2,2,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"anointed, god, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=anointed, god, lord; crossref_top_vote=7; eng=fresh:2/brenton:0/mt:0; eng_reco=keep; reco=keep","And these are the last words of David: Faithful is David son of Iessai, and faithful the man whom the Lord raised up to be the anointed of the God of Iakob, and beautiful are the psalms of Israel.",And these are the last words of David.,score>=16; high+tracked
2 Samuel 24:25,2 Samuel,24,25,high,17,1,1,0,0,,5,0,0,2,1,1,0,0,0,smoothing_issue,,0,0,0,0,,,0,,,,,,,,"altar, lord, peace","decisions=1; footnotes=1; importance=high; keywords=altar, lord, peace; crossref_top_vote=5; eng=fresh:1/brenton:1/mt:0; eng_flags=smoothing_issue","And David built there an altar to the Lord and offered whole burnt offerings and peace offerings, and afterward Solomon added to the altar, because it had been small at first. And the Lord listened to the land, and the plague was restrained from over Israel.","And David built there an altar to the Lord, and offered up whole-burnt-offerings and peace-offerings: and Solomon made an addition to the altar afterwards, for it was little at first. And the Lord hearkened to the land, and the plague was stayed from Israel.",score>=16; high+tracked
2 Samuel 7:19,2 Samuel,7,19,high,17,1,1,0,0,,5,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"law, lord, servant","decisions=1; footnotes=1; importance=high; keywords=law, lord, servant; crossref_top_vote=5","And this was made a very small thing before you, my Lord, O Lord, and you spoke concerning the house of your servant for a long time to come. And this is the law of the human, my Lord, O Lord.","Whereas I was very little before thee, O Lord, my Lord, yet thou spokest concerning the house of thy servant for a long time to come. And is this the law of man, O Lord, my Lord?",score>=16; high+tracked
Deuteronomy 12:11,Deuteronomy,12,11,medium,17,0,0,3,3,"Acts 15:17, James 2:7, Romans 2:17",5,1,3,0,0,0,0,0,0,,,9,3,3,3,"literal_support, smoothing, translation_tradition",keep,0,,,,,,,keep,"god, lord, name","importance=medium; keywords=god, lord, name; nt=Acts 15:17, James 2:7, Romans 2:17; crossref_top_vote=5; crossref_shared_family=3; nt_eng=support:3/soften:3/mixed:3; nt_eng_reco=keep; nt_eng_flags=literal_support, smoothing, translation_tradition; reco=keep","And it shall be, the place that the Lord your God chooses for his name to be called there, there you shall bring everything that I command you today, your whole burnt offerings and your sacrifices and your tithes and the firstfruits of your hands and every choice gift that you vow to your God.","And there shall be a place which the Lord thy God shall choose for his name to be called there, thither shall ye bring all things that I order you to-day; your whole-burnt-offerings, and your sacrifices, and your tithes, and the first-fruits of your hands, and every choice gift of yours, whatsoever ye shall vow to the Lord your God.",score>=16; nt+score>=14
Deuteronomy 12:26,Deuteronomy,12,26,low,17,0,0,3,3,"Acts 15:17, James 2:7, Romans 2:17",4,0,2,0,0,0,0,0,0,,,9,3,3,3,"literal_support, smoothing, translation_tradition",keep,0,,,,,,,keep,"god, holy, lord, name","importance=low; keywords=god, holy, lord, name; nt=Acts 15:17, James 2:7, Romans 2:17; crossref_top_vote=4; crossref_shared_family=2; nt_eng=support:3/soften:3/mixed:3; nt_eng_reco=keep; nt_eng_flags=literal_support, smoothing, translation_tradition; reco=keep","Except your holy things that you may have, and your vows, taking them you shall come to the place that the Lord your God chooses for his name to be called there.","But thou shalt take thy holy things, if thou hast any, and thy vowed-offerings, and come to the place which the Lord thy God shall choose to have his name named upon it.",score>=16; nt+score>=14
Joshua 22:5,Joshua,22,5,medium,17,0,0,0,0,,49,4,0,3,2,0,0,0,1,unclear,keep,0,0,0,0,,,0,,,,,,,keep,"god, law, lord, servant, soul","importance=medium; keywords=god, law, lord, servant, soul; crossref_top_vote=49; eng=fresh:2/brenton:0/mt:0; eng_reco=keep; eng_flags=unclear; reco=keep","Only take great care to do the commandments and the law that Moses the servant of the Lord commanded us to do: to love the Lord your God, to walk in all his ways, to keep his commandments, and to cling to him and serve him with all your mind and with all your soul.","But take great heed to do the commands and the law, which Moses the servant of the Lord commanded you to do; to love the Lord our God, to walk in all his ways, to keep his commands, and to cleave to him, and serve him with all your mind, and with all your soul.",score>=16
Numbers 12:8,Numbers,12,8,high,17,1,1,0,0,,14,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"glory, lord, servant","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=glory, lord, servant; crossref_top_vote=14; reco=keep","Mouth to mouth I will speak to him, in visible form and not by riddles, and he has seen the glory of the Lord. And why were you not afraid to speak against my servant Moses?","I will speak to him mouth to mouth apparently, and not in dark speeches; and he has seen the glory of the Lord; and why were ye not afraid to speak against my servant Moses?",score>=16; high+tracked
Numbers 25:13,Numbers,25,13,high,17,1,1,0,0,,5,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"covenant, god, seed","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=covenant, god, seed; crossref_top_vote=5; reco=keep","And it shall be to him and to his seed after him a covenant of everlasting priesthood, because he was jealous for his God and made atonement for the sons of Israel.","and he and his seed after him shall have a perpetual covenant of priesthood, because he was zealous for his God, and made atonement for the children of Israel.",score>=16; high+tracked
Numbers 5:18,Numbers,5,18,high,17,1,1,0,0,,2,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, priest, sacrifice","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, priest, sacrifice; crossref_top_vote=2; reco=keep","And the priest shall set the woman before the Lord and uncover the woman's head and put upon her hands the sacrifice of memorial, the sacrifice of jealousy. And in the priest's hand shall be the water of reproof, this cursed water.","And the priest shall cause the woman to stand before the Lord, and shall uncover the head of the woman, and shall put into her hands the sacrifice of memorial, the sacrifice of jealousy; and in the hand of the priest shall be the water of this conviction that brings the curse.",score>=16; high+tracked
Numbers 7:89,Numbers,7,89,high,17,1,1,0,0,,11,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, mercy","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, mercy; crossref_top_vote=11; reco=keep","When Moses entered into the tent of testimony to speak with him, he heard the voice of the Lord speaking to him from above the mercy seat that is upon the ark of testimony, from between the two cherubim, and he spoke to him.","When Moses went into the tabernacle of witness to speak to God, then he heard the voice of the Lord speaking to him from off the mercy-seat, which is upon the ark of the testimony, between the two cherubs; and he spoke to him.",score>=16; high+tracked
Numbers 9:13,Numbers,9,13,high,17,1,1,0,0,,5,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, sin, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, sin, soul; crossref_top_vote=5; reco=keep","But the man who is clean and is not on a far journey and yet neglects to keep the Passover, that soul shall be cut off from its people, because he did not bring the Lord's gift at its appointed time. That man shall bear his sin.","And whatsoever man shall be clean, and is not far off on a journey, and shall fail to keep the passover, that soul shall be cut off from his people, because he has not offered the gift to the Lord in its season: that man shall bear his iniquity.",score>=16; high+tracked
1 Kings 16:28,1 Kings,16,28,high,16,1,1,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, lord, name","decisions=1; footnotes=1; importance=high; keywords=king, lord, name","And Ambri slept with his fathers and was buried in Samaria, and Achaab his son reigned in place of him. And in the eleventh year of Ambri, Iosaphat son of Asa reigned, thirty-five years old in his reign, and he reigned twenty-five years in Ierousalem, and his mother's name was Gazouba daughter of Selei. And he walked in the way of Asa his father and did not turn aside from it, doing what was right before the Lord, except the high places they did not remove; they sacrificed on the high places and burned incense. And the rest of the alliances that Iosaphat made and all the dominion that he exercised and those against whom he fought, behold, are these not written in the Book of the Matters of the Days of the kings of Iouda? And the rest of the entanglements that were imposed in the days of Asa his father he removed from the land. And there was no king in Syria, only a deputy. And King Iosaphat made a ship for Tharsis to go to Sophir for gold, and it did not go because the ship was broken at Gasiongaber. Then the king of Israel said to Iosaphat, I will send your servants and my servants in the ship, and Iosaphat was not willing. And Iosaphat slept with his fathers and was buried with his fathers in the City of David, and Ioram his son reigned in place of him.","And Ambri slept with his fathers, and is buried in Samaria; and Achaab his son reigns in his stead.",score>=16; high+tracked
1 Kings 2:46,1 Kings,2,46,high,16,1,1,0,0,,5,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, peace, priest","decisions=1; footnotes=1; importance=high; keywords=king, peace, priest; crossref_top_vote=5","And King Solomon commanded Banaias son of Iodae, and he went out and struck him and he died. And King Solomon was very understanding and wise, and Iouda and Israel were exceedingly many, like the sand on the sea in multitude, eating and drinking and rejoicing. And Solomon was ruler over all the kingdoms, and they were bringing gifts and serving Solomon all the days of his life. And Solomon began opening the domains of Lebanon. And he built Thermai in the wilderness. And this was Solomon's provision: thirty cors of fine flour and sixty cors of beaten flour, ten choice calves and twenty pasture-fed cattle and one hundred sheep, besides deer and gazelles and choice fatted birds. For he was ruler over everything beyond the river, from Raphi to Gaza, over all the kings beyond the river. And he had peace from all his sides all around, and Iouda and Israel lived trusting, each under his vine and under his fig tree, eating and drinking, from Dan to Bersabee, all the days of Solomon. And these were the chiefs of Solomon: Azariou son of Sadok the priest, and Orniou son of Nathan, chief of the overseers, and Edram over his house, and Souba secretary, and Basa son of Achithalam recorder, and Abi son of Ioab commander in chief, and Achire son of Edrai over the levies, and Banaia son of Iodae over the court guard and over the brickwork, and Zachour son of Nathan the counselor. And Solomon had forty thousand brood mares for chariots and twelve thousand horsemen. And he was ruler in all the kingdoms from the river to the land of the foreigners and to the borders of Egypt. Solomon son of David reigned over Israel and Iouda in Ierousalem.","And Solomon commanded Banæas the son of Jodae, and he went forth and slew him.",score>=16; high+tracked
1 Kings 3:9,1 Kings,3,9,high,16,1,1,0,0,,29,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"righteousness, servant","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=righteousness, servant; crossref_top_vote=29; reco=keep","And you will give your servant a heart that hears and discerns your people in righteousness, to understand between good and evil. For who will be able to judge this heavy people of yours?","Thou shalt give therefore to thy servant a heart to hear and to judge thy people justly, and to discern between good and evil: for who will be able to judge this thy great people?",score>=16; high+tracked
1 Samuel 23:16,1 Samuel,23,16,high,16,1,1,0,0,,205,5,0,3,3,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,lord,decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord; crossref_top_vote=205; eng=fresh:3/brenton:0/mt:0; eng_reco=keep; reco=keep,And Iōnathan son of Saoul rose and went to David into the New Place and strengthened his hands in the Lord.,"And Jonathan son of Saul rose, and went to David to Cæne, and strengthened his hands in the Lord.",score>=16; high+tracked
2 Kings 1:18,2 Kings,1,18,high,16,1,1,0,0,,2,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, lord, sin","decisions=1; footnotes=1; importance=high; keywords=king, lord, sin; crossref_top_vote=2","And the rest of the matters of Ochozias, what he did, behold, are these not written in the Book of the Matters of the Days of the kings of Israel? And Iōram son of Achaab reigned over Israel in Samaria twelve years, in the eighteenth year of Iosaphat king of Iouda. And he did evil before the Lord, yet not like his brothers nor like his mother. And he removed the pillars of Baal that his father made and shattered them. Yet in the sins of the house of Ieroboam, who made Israel sin, he clung and did not depart from them. And the anger of the Lord was enraged against the house of Achaab.","And the rest of the acts of Ochozias which he did, behold, are they not written in the book of the chronicles of the kings of Israel?",score>=16; high+tracked
Daniel 4:37,Daniel,4,37,medium,16,0,0,0,0,,16,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, holy, king, lord, sacrifice, soul","importance=medium; keywords=god, holy, king, lord, sacrifice, soul; crossref_top_vote=16","I confess and praise the Most High, the one who made heaven and earth and seas and rivers and all in them. I confess and praise because he is God of gods and Lord of lords and King of kings, because he works signs and wonders and changes times and seasons, removing kingdom from kings and setting others in their place. From now on I will serve him, and fear of him has seized me, and I praise all his holy ones. Gods of nations have no power in themselves to turn kingdom of a king to another king, or to kill and make alive, or to do great and fearsome signs and wonders, or to change exceedingly great things, as God of heaven did in me and changed great things upon me. All days of my kingdom I will offer sacrifices concerning my soul to the Most High as sweet smell to the Lord, and I and my people and my nation and my lands under my authority will do what is pleasing before him. And whoever speaks against God of heaven, and whoever is caught speaking, I will condemn to death. King Nebuchadnezzar wrote a circular letter to all nations and lands and languages dwelling in all regions and generations: Praise Lord God of heaven and offer sacrifice and offering to him gloriously. I, king of kings, confess him gloriously, because this day he has done thus with me and seated me on my throne, and my authority and kingdom were restored to me. It seemed good to me to show you and your wise men that there is a God and his wonders are great. His kingdom is a kingdom forever, his authority from generations to generations. And he sent letters concerning all things that happened to him in his kingdom to all nations under his kingdom.",,score>=16
Isaiah 54:10,Isaiah,54,10,medium,16,0,0,0,0,,56,3,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"being, covenant, lord, mercy, peace","importance=medium; keywords=being, covenant, lord, mercy, peace; crossref_top_vote=56; eng_reco=keep; reco=keep","Mountains may be moved and your hills shaken, but my mercy for you will not fail, and the covenant of your peace will not be moved, says the Lord, being gracious to you.",,score>=16
2 Chronicles 7:14,2 Chronicles,7,14,low,15,0,0,2,3,"Acts 15:17, James 2:7",297,1,0,0,0,0,0,0,0,,,6,1,3,2,"literal_support, smoothing, translation_tradition",keep,0,,,,,,,keep,"name, repent","importance=low; keywords=name, repent; nt=Acts 15:17, James 2:7; crossref_top_vote=297; nt_eng=support:1/soften:3/mixed:2; nt_eng_reco=keep; nt_eng_flags=literal_support, smoothing, translation_tradition; reco=keep","and my people upon whom my name has been called are put to shame, and they pray and seek my face and turn from their evil ways, then I will hear from heaven and be merciful to their sins and heal their land.","then if my people, on whom my name is called, should repent, and pray, and seek my face, and turn from their evil ways, I also will hear from heaven, and I will be merciful to their sins, and I will heal their land.",nt+score>=14
2 Samuel 12:13,2 Samuel,12,13,high,15,1,1,0,0,,15,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, sin","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, sin; crossref_top_vote=15; reco=keep","And David said to Nathan, I have sinned against the Lord. And Nathan said to David, And the Lord has caused your sin to pass over; you certainly will not die.","And David said to Nathan, I have sinned against the Lord. And Nathan said to David, And the Lord has put away thy sin; thou shalt not die.",high+tracked
2 Samuel 15:6,2 Samuel,15,6,high,15,1,1,0,0,,6,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"judgment, king","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=judgment, king; crossref_top_vote=6; reco=keep","And Abessalōm did according to this word to all Israel who were coming for judgment to the king, and Abessalōm was stealing the heart of the men of Israel.",And Abessalom did after this manner to all Israel that came to the king for judgment; and Abessalom gained the hearts of the men of Israel.,high+tracked
Amos 9:12,Amos,9,12,low,15,0,0,2,3,"Acts 15:17, James 2:7",7,1,1,0,0,0,0,0,0,,,6,1,3,2,"literal_support, smoothing, translation_tradition",keep,0,,,,,,,keep,"god, lord, name","importance=low; keywords=god, lord, name; nt=Acts 15:17, James 2:7; crossref_top_vote=7; crossref_shared_family=1; nt_eng=support:1/soften:3/mixed:2; nt_eng_reco=keep; nt_eng_flags=literal_support, smoothing, translation_tradition; reco=keep","so that remnant of men and all nations upon whom my name was called upon them may seek, says Lord God who does these things.",,nt+score>=14
Jeremiah 15:16,Jeremiah,15,16,low,15,0,0,2,3,"Acts 15:17, James 2:7",549,1,0,0,0,0,0,0,0,,,6,1,3,2,"literal_support, smoothing, translation_tradition",keep,0,,,,,,,keep,"lord, name","importance=low; keywords=lord, name; nt=Acts 15:17, James 2:7; crossref_top_vote=549; nt_eng=support:1/soften:3/mixed:2; nt_eng_reco=keep; nt_eng_flags=literal_support, smoothing, translation_tradition; reco=keep","By those rejecting your words, consume them. And your word will be to me joy and gladness of my heart, because your name is called upon me, Lord Almighty.",,nt+score>=14
Zechariah 13:9,Zechariah,13,9,low,15,0,0,4,3,"Acts 2:21, Romans 10:13, 1 Corinthians 1:2, 2 Timothy 2:22",132,2,0,0,0,0,0,0,0,,,12,12,0,0,literal_support,keep,0,,,,,,,keep,"god, lord, name","importance=low; keywords=god, lord, name; nt=Acts 2:21, Romans 10:13, 1 Corinthians 1:2, 2 Timothy 2:22; crossref_top_vote=132; nt_eng=support:12/soften:0/mixed:0; nt_eng_reco=keep; nt_eng_flags=literal_support; reco=keep","And I will bring third through fire and refine them as silver is refined and test them as gold is tested. He will call on my name, and I will hear him, and I will say, This is my people, and he will say, Lord is my God.",,nt+score>=14
Jeremiah 14:9,Jeremiah,14,9,medium,14,0,0,2,3,"Acts 15:17, James 2:7",5,1,1,0,0,0,0,0,0,,,6,1,3,2,"literal_support, smoothing, translation_tradition",keep,0,,,,,,,keep,"lord, name","importance=medium; keywords=lord, name; nt=Acts 15:17, James 2:7; crossref_top_vote=5; crossref_shared_family=1; nt_eng=support:1/soften:3/mixed:2; nt_eng_reco=keep; nt_eng_flags=literal_support, smoothing, translation_tradition; reco=keep","Do not be like sleeping man or like man unable to save. And you are in us, Lord, and your name is called upon us; do not forget us.",,nt+score>=14
2 Kings 2:9,2 Kings,2,9,high,13,1,1,0,0,,12,4,0,2,2,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,spirit,decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=spirit; crossref_top_vote=12; eng=fresh:2/brenton:0/mt:0; eng_reco=keep; reco=keep,"And it came to be when they crossed over, Elijah said to Elisaie, Ask what I should do for you before I am taken up from you. And Elisaie said, Let a double share of your spirit now be upon me.","And it came to pass while they were crossing over, that Eliu said to Elisaie, Ask what I shall do for thee before I am taken up from thee. And Elisaie said, Let there be, I pray thee, a double portion of thy spirit upon me.",high+tracked
